iteration_id,stage_name,plan_success,exec_success,plan_time_ms,exec_time_ms,retries_used,fail_reason,timestamp
29,home,1,1,28.24,2363.10,0,SUCCESS,1768755102.889
29,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755102.890
29,pre_grasp,1,1,2945.17,2907.70,0,SUCCESS,1768755108.743
29,grasp,0,0,5270.20,0.00,2,PLAN_FAIL,1768755126.068
30,home,1,1,27.82,2910.96,0,SUCCESS,1768755130.011
30,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755130.011
30,pre_grasp,1,1,1039.13,4161.56,0,SUCCESS,1768755135.212
30,grasp,1,1,2867.57,1759.75,0,SUCCESS,1768755139.840
30,close_gripper,1,1,31.22,458.63,0,SUCCESS,1768755140.330
30,attach,1,1,0.00,0.00,0,SUCCESS,1768755140.331
30,lift,1,1,326.08,2907.49,0,SUCCESS,1768755143.565
30,pre_place,1,1,1140.93,2260.94,0,SUCCESS,1768755146.967
30,place,1,1,3344.69,3458.01,0,SUCCESS,1768755153.770
30,open_gripper,1,1,34.06,457.51,0,SUCCESS,1768755154.263
30,detach,1,1,0.00,0.00,0,SUCCESS,1768755154.263
30,retreat,1,1,843.87,2560.68,0,SUCCESS,1768755157.668
31,home,1,1,29.05,1458.98,0,SUCCESS,1768755160.158
31,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755160.160
31,pre_grasp,1,1,1638.64,4211.42,0,SUCCESS,1768755166.011
31,grasp,1,1,4768.37,1561.59,0,SUCCESS,1768755172.342
31,close_gripper,1,1,42.94,460.10,0,SUCCESS,1768755172.845
31,attach,1,1,0.00,0.00,0,SUCCESS,1768755172.845
31,lift,1,1,1043.20,6860.59,0,SUCCESS,1768755180.749
31,pre_place,1,1,734.65,3160.06,0,SUCCESS,1768755184.645
31,place,1,1,835.65,5173.74,0,SUCCESS,1768755190.655
31,open_gripper,1,1,31.20,460.59,0,SUCCESS,1768755191.147
31,detach,1,1,0.00,0.00,0,SUCCESS,1768755191.147
31,retreat,1,1,2139.15,5556.57,0,SUCCESS,1768755198.844
32,home,1,1,27.44,4012.81,0,SUCCESS,1768755203.885
32,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755203.886
32,pre_grasp,1,1,1434.54,1506.99,0,SUCCESS,1768755206.828
32,grasp,0,0,5266.22,0.00,2,PLAN_FAIL,1768755224.104
33,home,1,1,25.73,1507.20,0,SUCCESS,1768755226.639
33,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755226.641
33,pre_grasp,1,1,1431.43,2109.64,0,SUCCESS,1768755230.183
33,grasp,1,1,1852.69,3459.63,0,SUCCESS,1768755235.496
33,close_gripper,1,1,18.87,509.34,0,SUCCESS,1768755236.024
33,attach,1,1,0.00,0.00,0,SUCCESS,1768755236.025
33,lift,1,1,432.74,4256.78,0,SUCCESS,1768755240.715
33,pre_place,1,1,1036.00,4863.08,0,SUCCESS,1768755246.615
33,place,1,1,5081.02,2157.35,0,SUCCESS,1768755253.854
33,open_gripper,1,1,29.06,460.89,0,SUCCESS,1768755254.344
33,detach,1,1,0.00,0.00,0,SUCCESS,1768755254.344
33,retreat,1,1,1342.71,7957.46,0,SUCCESS,1768755263.645
34,home,1,1,35.06,4808.41,0,SUCCESS,1768755269.489
34,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755269.491
34,pre_grasp,1,1,421.27,3008.34,0,SUCCESS,1768755272.921
34,grasp,1,1,2769.54,6558.35,0,SUCCESS,1768755282.250
34,close_gripper,1,1,29.30,408.49,0,SUCCESS,1768755282.688
34,attach,1,1,0.00,0.00,0,SUCCESS,1768755282.689
34,lift,1,1,1030.27,1411.29,0,SUCCESS,1768755285.132
34,pre_place,1,1,1157.17,2009.26,0,SUCCESS,1768755288.299
34,place,1,1,2064.15,8008.36,0,SUCCESS,1768755298.372
34,open_gripper,1,1,25.30,410.55,0,SUCCESS,1768755298.808
34,detach,1,1,0.00,0.00,0,SUCCESS,1768755298.809
34,retreat,1,1,940.92,3207.81,0,SUCCESS,1768755302.958
35,home,1,1,16.88,2307.71,0,SUCCESS,1768755306.284
35,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755306.285
35,pre_grasp,1,1,3648.38,3659.31,0,SUCCESS,1768755313.593
35,grasp,1,1,1802.85,7157.99,0,SUCCESS,1768755322.555
35,close_gripper,1,1,30.18,509.89,0,SUCCESS,1768755323.095
35,attach,1,1,0.00,0.00,0,SUCCESS,1768755323.095
35,lift,1,1,3338.55,3312.59,0,SUCCESS,1768755329.747
35,pre_place,1,1,1134.98,2509.17,0,SUCCESS,1768755333.392
35,place,1,1,2643.93,4064.36,0,SUCCESS,1768755340.101
35,open_gripper,1,1,39.38,508.54,0,SUCCESS,1768755340.649
35,detach,1,1,0.00,0.00,0,SUCCESS,1768755340.649
35,retreat,1,1,1866.76,7061.83,0,SUCCESS,1768755349.578
36,home,1,1,33.28,2858.07,0,SUCCESS,1768755353.470
36,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755353.474
36,pre_grasp,1,1,3279.28,3862.52,0,SUCCESS,1768755360.617
36,grasp,1,1,1137.96,2310.46,1,SUCCESS,1768755369.838
36,close_gripper,1,1,34.16,459.01,0,SUCCESS,1768755370.332
36,attach,1,1,0.00,0.00,0,SUCCESS,1768755370.332
36,lift,1,1,1136.28,4109.79,0,SUCCESS,1768755375.579
36,pre_place,1,1,1843.36,3512.39,0,SUCCESS,1768755380.935
36,place,1,1,4055.28,4107.63,0,SUCCESS,1768755389.098
36,open_gripper,1,1,29.84,459.61,0,SUCCESS,1768755389.588
36,detach,1,1,0.00,0.00,0,SUCCESS,1768755389.588
36,retreat,1,1,4272.73,6562.69,0,SUCCESS,1768755400.425
37,home,1,1,32.56,2909.11,0,SUCCESS,1768755404.368
37,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755404.370
37,pre_grasp,1,1,3241.13,2711.08,0,SUCCESS,1768755410.323
37,grasp,1,1,5209.84,6059.19,2,SUCCESS,1768755433.138
37,close_gripper,1,1,25.47,408.07,0,SUCCESS,1768755433.572
37,attach,1,1,0.00,0.00,0,SUCCESS,1768755433.572
37,lift,1,1,2887.43,7609.43,0,SUCCESS,1768755444.069
37,pre_place,1,1,727.51,2256.70,0,SUCCESS,1768755447.054
37,place,1,1,4591.65,3308.65,0,SUCCESS,1768755454.955
37,open_gripper,1,1,24.14,408.70,0,SUCCESS,1768755455.388
37,detach,1,1,0.00,0.00,0,SUCCESS,1768755455.388
37,retreat,1,1,4263.31,4407.75,0,SUCCESS,1768755464.059
38,home,1,1,13.27,2312.97,0,SUCCESS,1768755467.386
38,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755467.387
38,pre_grasp,1,1,1828.98,2711.16,0,SUCCESS,1768755471.928
38,grasp,1,1,4885.95,2508.09,0,SUCCESS,1768755479.322
38,close_gripper,1,1,29.76,410.49,0,SUCCESS,1768755479.763
38,attach,1,1,0.00,0.00,0,SUCCESS,1768755479.763
38,lift,1,1,1542.12,6707.87,0,SUCCESS,1768755488.014
38,pre_place,1,1,1948.41,7359.10,0,SUCCESS,1768755497.321
38,place,1,1,1038.41,4909.56,0,SUCCESS,1768755503.270
38,open_gripper,1,1,21.14,359.86,0,SUCCESS,1768755503.651
38,detach,1,1,0.00,0.00,0,SUCCESS,1768755503.652
38,retreat,1,1,642.19,5459.05,0,SUCCESS,1768755509.754
39,home,1,1,30.45,4408.83,0,SUCCESS,1768755515.194
39,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755515.195
39,pre_grasp,1,1,530.77,4059.52,0,SUCCESS,1768755519.786
39,grasp,1,1,751.86,7861.02,1,SUCCESS,1768755534.164
39,close_gripper,1,1,38.85,410.57,0,SUCCESS,1768755534.614
39,attach,1,1,0.00,0.00,0,SUCCESS,1768755534.615
39,lift,1,1,365.33,7010.86,0,SUCCESS,1768755541.991
39,pre_place,1,1,843.28,5461.45,0,SUCCESS,1768755548.296
39,place,1,1,2144.21,2609.09,0,SUCCESS,1768755553.050
39,open_gripper,1,1,30.94,414.66,0,SUCCESS,1768755553.496
39,detach,1,1,0.00,0.00,0,SUCCESS,1768755553.496
39,retreat,1,1,1041.09,7358.61,0,SUCCESS,1768755561.897
40,home,1,1,40.02,3457.31,0,SUCCESS,1768755566.395
40,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755566.397
40,pre_grasp,1,1,1566.09,4058.55,0,SUCCESS,1768755572.022
40,grasp,1,1,3802.14,2360.96,0,SUCCESS,1768755578.185
40,close_gripper,1,1,25.97,407.71,0,SUCCESS,1768755578.620
40,attach,1,1,0.00,0.00,0,SUCCESS,1768755578.620
40,lift,1,1,832.10,2062.86,0,SUCCESS,1768755581.515
40,pre_place,1,1,1866.84,2508.48,0,SUCCESS,1768755585.891
40,place,1,1,2448.00,4708.96,0,SUCCESS,1768755593.049
40,open_gripper,1,1,26.47,358.06,0,SUCCESS,1768755593.434
40,detach,1,1,0.00,0.00,0,SUCCESS,1768755593.434
40,retreat,1,1,1739.07,4057.29,0,SUCCESS,1768755599.231
41,home,1,1,27.78,3110.79,0,SUCCESS,1768755603.371
41,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755603.372
41,pre_grasp,1,1,1849.85,3359.46,0,SUCCESS,1768755608.582
41,grasp,1,1,1634.02,1856.84,0,SUCCESS,1768755612.073
41,close_gripper,1,1,28.86,408.35,0,SUCCESS,1768755612.511
41,attach,1,1,0.00,0.00,0,SUCCESS,1768755612.511
41,lift,1,1,2053.20,3528.84,0,SUCCESS,1768755618.093
41,pre_place,1,1,1039.58,4109.69,0,SUCCESS,1768755623.243
41,place,1,1,1345.40,5011.92,0,SUCCESS,1768755629.601
41,open_gripper,0,0,19.21,0.00,2,PLAN_FAIL,1768755631.200
42,home,1,1,17.66,3409.38,0,SUCCESS,1768755635.631
42,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755635.632
42,pre_grasp,1,1,1043.52,4409.30,0,SUCCESS,1768755641.085
42,grasp,1,1,1968.83,7511.78,1,SUCCESS,1768755656.343
42,close_gripper,1,1,23.25,158.91,0,SUCCESS,1768755656.526
42,attach,1,1,0.00,0.00,0,SUCCESS,1768755656.526
42,lift,1,1,360.06,2209.80,0,SUCCESS,1768755659.096
42,pre_place,1,1,2561.91,3458.09,0,SUCCESS,1768755665.117
42,place,1,1,2365.56,6706.22,0,SUCCESS,1768755674.189
42,open_gripper,1,1,30.45,408.20,0,SUCCESS,1768755674.628
42,detach,1,1,0.00,0.00,0,SUCCESS,1768755674.629
42,retreat,1,1,729.07,4007.82,0,SUCCESS,1768755679.367
43,home,1,1,25.27,2256.93,0,SUCCESS,1768755682.650
43,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755682.651
43,pre_grasp,1,1,1620.07,2660.99,0,SUCCESS,1768755686.933
43,grasp,1,1,1447.55,6460.62,0,SUCCESS,1768755694.841
43,close_gripper,1,1,29.37,357.02,0,SUCCESS,1768755695.228
43,attach,1,1,0.00,0.00,0,SUCCESS,1768755695.228
43,lift,1,1,1335.56,3658.92,0,SUCCESS,1768755700.223
43,pre_place,1,1,1439.81,3559.70,0,SUCCESS,1768755705.223
43,place,1,1,527.89,2512.60,0,SUCCESS,1768755708.264
43,open_gripper,0,0,30.86,0.00,2,PLAN_FAIL,1768755709.868
44,home,1,1,17.11,2812.85,0,SUCCESS,1768755713.699
44,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755713.701
44,pre_grasp,1,1,344.86,2108.17,0,SUCCESS,1768755716.154
44,grasp,1,1,1440.46,4559.93,0,SUCCESS,1768755722.155
44,close_gripper,1,1,19.30,309.40,0,SUCCESS,1768755722.484
44,attach,1,1,0.00,0.00,0,SUCCESS,1768755722.484
44,lift,1,1,2438.41,4311.22,0,SUCCESS,1768755729.234
44,pre_place,1,1,1133.00,5058.08,1,SUCCESS,1768755741.001
44,place,1,1,2272.50,6810.15,0,SUCCESS,1768755750.084
44,open_gripper,1,1,33.92,559.99,0,SUCCESS,1768755750.678
44,detach,1,1,0.00,0.00,0,SUCCESS,1768755750.679
44,retreat,1,1,645.36,7056.54,0,SUCCESS,1768755758.381
45,home,1,1,30.93,3608.86,0,SUCCESS,1768755763.022
45,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755763.023
45,pre_grasp,1,1,2347.26,2708.84,0,SUCCESS,1768755768.079
45,grasp,0,0,5257.38,0.00,2,PLAN_FAIL,1768755777.137
46,home,0,0,27.37,6.68,2,EXEC_FAIL,1768755779.752
47,home,0,0,33.90,8.53,2,EXEC_FAIL,1768755782.398
48,home,1,1,30.93,2757.98,2,SUCCESS,1768755787.296
48,reset_object,1,1,0.00,0.00,0,SUCCESS,1768755787.299
48,pre_grasp,1,1,485.75,4757.84,0,SUCCESS,1768755792.544
48,grasp,1,1,3238.57,4110.59,1,SUCCESS,1768755805.671
48,close_gripper,1,1,38.01,460.79,0,SUCCESS,1768755806.170
48,attach,1,1,0.00,0.00,0,SUCCESS,1768755806.170
48,lift,1,1,1151.16,3906.75,0,SUCCESS,1768755811.229
48,pre_place,1,1,3667.19,6164.84,0,SUCCESS,1768755821.061
48,place,1,1,1871.96,5158.81,0,SUCCESS,1768755828.093
48,open_gripper,0,0,35.44,0.00,2,PLAN_FAIL,1768755829.689
49,home,0,0,25.20,8.86,2,EXEC_FAIL,1768755832.341
50,home,0,0,30.92,12.61,2,EXEC_FAIL,1768755834.975
51,home,0,0,31.11,0.00,2,PLAN_FAIL,1768755837.602
52,home,0,0,34.97,7.33,2,EXEC_FAIL,1768755840.257
53,home,0,0,27.85,0.00,2,PLAN_FAIL,1768755842.875
54,home,0,0,36.02,11.01,2,EXEC_FAIL,1768755845.506
55,home,0,0,29.73,17.58,2,EXEC_FAIL,1768755848.184
56,home,0,0,33.73,5.86,2,EXEC_FAIL,1768755850.825
57,home,0,0,34.32,0.00,2,PLAN_FAIL,1768755853.451
58,home,0,0,20.91,13.96,2,EXEC_FAIL,1768755856.047
59,home,0,0,41.71,14.71,2,EXEC_FAIL,1768755858.720
60,home,0,0,22.13,11.54,2,EXEC_FAIL,1768755861.338
61,home,0,0,41.12,0.00,2,PLAN_FAIL,1768755863.956
62,home,0,0,36.58,0.00,2,PLAN_FAIL,1768755866.582
63,home,0,0,38.73,0.00,2,PLAN_FAIL,1768755869.239
64,home,0,0,28.58,14.04,2,EXEC_FAIL,1768755871.868
65,home,0,0,22.82,14.56,2,EXEC_FAIL,1768755874.497
66,home,0,0,33.28,0.00,2,PLAN_FAIL,1768755877.128
67,home,0,0,33.15,15.18,2,EXEC_FAIL,1768755879.767
68,home,0,0,38.72,0.00,2,PLAN_FAIL,1768755882.398
69,home,0,0,33.47,15.55,2,EXEC_FAIL,1768755885.060
70,home,0,0,23.39,10.05,2,EXEC_FAIL,1768755887.713
71,home,0,0,19.71,9.50,2,EXEC_FAIL,1768755890.336
72,home,0,0,29.58,13.14,2,EXEC_FAIL,1768755892.977
73,home,0,0,19.10,11.90,2,EXEC_FAIL,1768755895.588
74,home,0,0,20.06,0.00,2,PLAN_FAIL,1768755898.220
75,home,0,0,28.65,8.39,2,EXEC_FAIL,1768755900.863
76,home,0,0,17.37,8.60,2,EXEC_FAIL,1768755903.455
77,home,0,0,30.26,8.75,2,EXEC_FAIL,1768755906.091
78,home,0,0,31.62,16.34,2,EXEC_FAIL,1768755908.719
79,home,0,0,42.06,19.21,2,EXEC_FAIL,1768755911.348
80,home,0,0,31.08,10.31,2,EXEC_FAIL,1768755913.983
81,home,0,0,33.85,0.00,2,PLAN_FAIL,1768755916.650
82,home,0,0,50.47,0.00,2,PLAN_FAIL,1768755919.293
83,home,0,0,32.15,18.56,2,EXEC_FAIL,1768755921.948
84,home,0,0,30.12,10.16,2,EXEC_FAIL,1768755924.580
85,home,0,0,28.57,11.02,2,EXEC_FAIL,1768755927.220
86,home,0,0,36.15,15.56,2,EXEC_FAIL,1768755929.884
87,home,0,0,29.17,11.94,2,EXEC_FAIL,1768755932.520
88,home,0,0,38.12,21.13,2,EXEC_FAIL,1768755935.160
89,home,0,0,21.79,12.96,2,EXEC_FAIL,1768755937.795
90,home,0,0,29.77,10.54,2,EXEC_FAIL,1768755940.451
91,home,0,0,30.26,17.69,2,EXEC_FAIL,1768755943.078
92,home,0,0,30.38,17.81,2,EXEC_FAIL,1768755945.724
93,home,0,0,40.11,10.74,2,EXEC_FAIL,1768755948.388
94,home,0,0,29.67,15.06,2,EXEC_FAIL,1768755951.029
95,home,0,0,36.02,22.05,2,EXEC_FAIL,1768755953.689
96,home,0,0,31.85,15.97,2,EXEC_FAIL,1768755956.312
97,home,0,0,23.02,12.85,2,EXEC_FAIL,1768755958.960
98,home,0,0,35.48,22.27,2,EXEC_FAIL,1768755961.626
99,home,0,0,30.30,9.71,2,EXEC_FAIL,1768755964.236
100,home,0,0,30.45,12.30,2,EXEC_FAIL,1768755966.866
